1.48636888889e+212 , Client_T0_3_OPENGL_640x480_L10_C1.txt
162.531428823 , Client_T1_3_VULKAN_1280x720_L1000_C0.txt
224.044699056 , Client_T0_3_OPENGL_1920x1080_L200_C1.txt
217.385630036 , Client_T0_3_VULKAN_1280x720_L10_C0.txt
127.759345442 , Client_T1_3_OPENGL_1920x1080_L100_C1.txt
247.546580173 , Client_T1_3_VULKAN_1280x720_L1000_C1.txt
200.7119924 , Client_T1_3_OPENGL_1920x1080_L1000_C1.txt
151.36031458 , Client_T1_3_OPENGL_1920x1080_L500_C1.txt
221.154842335 , Client_T0_3_OPENGL_1280x720_L10_C0.txt
225.596114856 , Client_T0_3_VULKAN_1920x1080_L10_C1.txt
402.051020202 , Client_T1_3_VULKAN_1920x1080_L500_C1.txt
132.150636263 , Client_T1_3_VULKAN_1280x720_L500_C0.txt
43.3104849462 , Client_T1_3_VULKAN_640x480_L1000_C0.txt
162.135239068 , Client_T0_3_VULKAN_1280x720_L200_C0.txt
150.049473109 , Client_T1_3_VULKAN_1280x720_L100_C0.txt
206.27493858 , Client_T0_3_VULKAN_1280x720_L100_C1.txt
133.531595238 , Client_T0_3_VULKAN_1280x720_L10_C1.txt
81.5501232749 , Client_T1_3_VULKAN_640x480_L1000_C1.txt
81.4655676136 , Client_T0_3_OPENGL_640x480_L10_C0.txt
124.707901862 , Client_T0_3_OPENGL_1280x720_L200_C1.txt
44.7505641219 , Client_T0_3_OPENGL_640x480_L100_C0.txt
135.382495935 , Client_T0_3_OPENGL_1280x720_L100_C0.txt
78.4086751058 , Client_T0_3_VULKAN_640x480_L100_C1.txt
49.5423673611 , Client_T1_3_OPENGL_640x480_L500_C0.txt
419.36535468 , Client_T0_3_VULKAN_1920x1080_L200_C1.txt
38.8003589914 , Client_T1_3_OPENGL_640x480_L500_C1.txt
23.5661667417 , Client_T1_3_OPENGL_640x480_L100_C1.txt
152.848865079 , Client_T0_3_VULKAN_1280x720_L100_C0.txt
260.077235249 , Client_T1_3_OPENGL_1920x1080_L500_C0.txt
90.0396688122 , Client_T0_3_VULKAN_640x480_L200_C0.txt
258.579119854 , Client_T0_3_VULKAN_1920x1080_L100_C0.txt
87.9152280788 , Client_T1_3_OPENGL_1280x720_L500_C1.txt
264.287689655 , Client_T0_3_VULKAN_1920x1080_L200_C0.txt
79.0964408487 , Client_T0_3_VULKAN_640x480_L10_C0.txt
137.896156705 , Client_T0_3_OPENGL_1280x720_L200_C0.txt
49.9086802189 , Client_T1_3_VULKAN_640x480_L500_C0.txt
169.354903941 , Client_T0_3_OPENGL_1920x1080_L100_C1.txt
61.2485829861 , Client_T1_3_OPENGL_1280x720_L100_C1.txt
287.535006944 , Client_T1_3_VULKAN_1920x1080_L1000_C0.txt
288.07073399 , Client_T1_3_VULKAN_1920x1080_L500_C0.txt
490.703086773 , Client_T0_3_OPENGL_1920x1080_L10_C0.txt
78.0754648148 , Client_T1_3_OPENGL_1280x720_L1000_C1.txt
41.7721057932 , Client_T1_3_OPENGL_640x480_L100_C0.txt
67.367700168 , Client_T0_3_VULKAN_640x480_L10_C1.txt
1.85796111111e+212 , Client_T1_3_VULKAN_1920x1080_L1000_C1.txt
54.5025323628 , Client_T1_3_VULKAN_640x480_L100_C1.txt
134.924660897 , Client_T1_3_OPENGL_1280x720_L500_C0.txt
136.209322876 , Client_T0_3_OPENGL_1920x1080_L10_C1.txt
492.604233333 , Client_T0_3_VULKAN_1920x1080_L10_C0.txt
53.0012049672 , Client_T0_3_OPENGL_640x480_L200_C0.txt
148.781486772 , Client_T1_3_VULKAN_1280x720_L100_C1.txt
283.448024382 , Client_T1_3_VULKAN_1920x1080_L100_C0.txt
37.7525857143 , Client_T1_3_OPENGL_640x480_L1000_C1.txt
463.782911364 , Client_T0_3_VULKAN_1920x1080_L100_C1.txt
96.3668895833 , Client_T0_3_OPENGL_1280x720_L10_C1.txt
82.6165550493 , Client_T0_3_VULKAN_640x480_L200_C1.txt
246.18287266 , Client_T1_3_OPENGL_1920x1080_L1000_C0.txt
245.863843657 , Client_T0_3_VULKAN_1280x720_L200_C1.txt
51.3246699185 , Client_T1_3_OPENGL_640x480_L1000_C0.txt
123.597504301 , Client_T1_3_OPENGL_1280x720_L100_C0.txt
250.483195402 , Client_T0_3_OPENGL_1920x1080_L100_C0.txt
49.5883203962 , Client_T0_3_OPENGL_640x480_L200_C1.txt
33.3175675175 , Client_T0_3_OPENGL_640x480_L100_C1.txt
288.024959877 , Client_T0_3_OPENGL_1920x1080_L200_C0.txt
66.1660952564 , Client_T1_3_VULKAN_640x480_L500_C1.txt
107.671058423 , Client_T0_3_OPENGL_1280x720_L100_C1.txt
196.642550569 , Client_T1_3_VULKAN_1280x720_L500_C1.txt
83.1197596296 , Client_T0_3_VULKAN_640x480_L100_C0.txt
313.97625086 , Client_T1_3_VULKAN_1920x1080_L100_C1.txt
64.7170391667 , Client_T1_3_VULKAN_640x480_L100_C0.txt
159.447543325 , Client_T1_3_OPENGL_1280x720_L1000_C0.txt
275.290588374 , Client_T1_3_OPENGL_1920x1080_L100_C0.txt
